cadeia,osm_id,nome,marca,filial,tipo_comercio,morada_completa,rua,numero_porta,codigo_postal,cidade,telefone,email,website,horario,acessibilidade_cadeira_rodas,latitude,longitude
Dia,node/4369599171,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,,41.6490528,-0.8974624
Dia,node/4375986267,Dia,Dia,,supermarket,Calle Ramón y Cajal,Calle Ramón y Cajal,,14800,Priego de Córdoba,,,https://www.dia.es,Mo-Sa 09:00-21:30,,37.4385598,-4.1994426
Dia,node/4377550200,Dia,Dia,,supermarket,,,,,,,,,,,28.1154256,-15.4214497
Dia,node/4380647081,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,,41.421064,2.1497832
Dia,node/4380739838,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,Mo-Sa 09:00-21:00; Su 09:30-14:30,,42.4155997,1.1320827
Dia,node/4381417682,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,,yes,41.3101318,2.0143624
Dia,node/4382632175,Dia,Dia,,supermarket,"Plaza de Extremadura, 5 T-3","Plaza de Extremadura, 5 T-3",,06200,Almendralejo,,,https://www.dia.es,"Mo-Sa 09:00-14:00, 18:00-21:00",yes,38.6830516,-6.4128272
Dia,node/4386842081,Dia,Dia,,supermarket,,,,,,,,,,,41.6726444,-0.8772232
Dia,node/4388940427,Dia,Dia,,supermarket,,,,,,,,,,,41.6473427,-0.8992225
Dia,node/4390452988,Dia,Dia,,supermarket,,,,,,,,,,,40.4146393,-3.7065253
Dia,node/4393252676,Dia,Dia,,supermarket,Avenida de Portugal 43,Avenida de Portugal,43,24400,Ponferrada,,,,Mo-Sa 09:00-21:30,,42.5449187,-6.6156871
Dia,node/4393576191,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:30-21:30,,42.9040724,-8.3643951
Dia,node/4394942402,Dia,Dia,,supermarket,Avenida de España,Avenida de España,,21410,,,,,Mo-Sa 10:00-21:30,,37.2001684,-7.3214176
Dia,node/4395996734,Dia,Dia,,supermarket,,,,,,,,,,yes,41.6647217,-0.8840322
Dia,node/4398606647,Dia,Dia,,supermarket,,,,,Portugalete,,,,,yes,43.3241977,-3.0229081
Dia,node/4404527734,Maxi Dia,Maxi Dia,,supermarket,,,,,,,,,,,40.6231864,-4.0249177
Dia,node/4414045143,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,,,36.8286269,-2.4489077
Dia,node/4415759102,Dia,Dia,,supermarket,,,,,,,,,,yes,41.5091115,-1.4017269
Dia,node/4420095317,Dia,Dia,,supermarket,Avenida de Ponferrada 14,Avenida de Ponferrada,14,24450,Toreno,,,,Mo-Sa 09:00-21:00,,42.696195,-6.5160167
Dia,node/4424626074,Dia,DIA,,supermarket,,,,,,,,,,,37.100331,-4.9845295
Dia,node/4434325719,Dia,Dia,,supermarket,,,,,,,,https://www.dia.es,Mo-Sa 09:00-21:00; Su 09:30-14:30,,40.9902739,0.9217616
Dia,node/4438083431,Dia,Dia,,supermarket,carrer des Born,carrer des Born,,07300,,+34971881720,,,Mo-Sa 09:00-21:30,,39.7204071,2.9106836
Dia,node/4438992580,Dia,Dia,,supermarket,Calle Bolea 41,Calle Bolea,41,02430,Elche de la Sierra,,,,,,38.4514635,-2.0442227
Dia,node/4443696478,Dia,Dia,,supermarket,,,,,,,,,,,43.1467825,-8.9615733
Dia,node/4447881590,Dia,Dia,,supermarket,Calle Serafín Olave 15,Calle Serafín Olave,15,31007,,,,,,yes,42.8064066,-1.6507051
Dia,node/4454087950,Dia,Dia,,supermarket,Calle Cid Campeador 3,Calle Cid Campeador,3,42140,San Leonardo de Yagüe,,,,Mo-Sa 09:00-21:00,,41.8295639,-3.0656248
Dia,node/4458558335,Dia,Dia,,supermarket,Avenida de la Constitución 41,Avenida de la Constitución,41,05260,Cebreros,,,,Mo-Sa 09:00-21:00,,40.458445,-4.4650903
Dia,node/4460679754,Dia,Dia,,supermarket,Avenida de Miguel de Cervantes 59,Avenida de Miguel de Cervantes,59,16400,Tarancón,,,,,,40.0101223,-3.0141278
Dia,node/4483431554,Dia,Dia,,supermarket,Calle Maudes 23,Calle Maudes,23,28003,,,,,,,40.4453007,-3.699261
Dia,node/4485330514,Dia,Dia,,supermarket,Calle Virgen de la Cinta 14,Calle Virgen de la Cinta,14,41011,Sevilla,+34912170453,,,,,37.3726194,-5.9969106
Dia,node/4485997989,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,yes,37.3149654,-6.832395
Dia,node/4487153704,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,,,36.8431846,-2.4475568
Dia,node/4492364792,Dia,Dia,,supermarket,,,,,,,,,,yes,41.4413254,2.1775861
Dia,node/4502394234,Dia,Dia,,supermarket,Calle Ramón y Cajal 10,Calle Ramón y Cajal,10,22630,Biescas,,,,Mo-Sa 09:00-21:00,yes,42.6295078,-0.322346
Dia,node/4512868442,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30,,36.8386928,-2.4514694
Dia,node/4530312326,Dia,Dia,,supermarket,,,,,,,,,,,36.4661947,-5.9297864
Dia,node/4540047993,Dia,Dia,,supermarket,,,,,,,,,,no,40.3589813,-3.7799657
Dia,node/4540282310,Dia,Dia,,supermarket,,,,,,,,,,,42.0237875,-6.3282047
Dia,node/4543077367,Dia,Dia,,supermarket,Passeig de Valldaura 175,Passeig de Valldaura,175,,,,,https://www.dia.es,,,41.4388496,2.1727397
Dia,node/4550844391,Dia,Dia,,supermarket,,,,08915,,,,,Mo-Sa 10:00-21:00,,41.4656857,2.2538568
Dia,node/4550873694,Dia,Dia,,supermarket,,,,,,,,,,,41.5934944,-0.9334406
Dia,node/4552707258,Dia,Dia,,supermarket,Calle Boltaña 1,Calle Boltaña,1,22002,Boltaña,,,,Mo-Sa 09:00-22:00,,42.1354613,-0.407502
Dia,node/4564889993,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,yes,43.3223746,-2.9871899
Dia,node/4585940786,Dia,Dia,,supermarket,Calle de Fray José Trinidad 7,Calle de Fray José Trinidad,7,05400,Arenas de San Pedro,,,,Mo-Sa 09:00-21:00,,40.2129046,-5.0848797
Dia,node/4586159493,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 21:00-21:30; Su 10:00-20:00,,40.4037618,-3.6073918
Dia,node/4590302295,Dia,Dia,,supermarket,,,,,,,,,,,41.8974829,1.8777158
Dia,node/4598690030,La Plaza de DIA,La Plaza de DIA,,supermarket,,,,,,,,,Mo-Sa 09:00-21:30,no,43.2933164,-5.6813621
Dia,node/4600750498,Dia,Dia,,supermarket,Carrer de l'Alcalde Costa 4,Carrer de l'Alcalde Costa,4,25002,Lleida,,,https://www.dia.es,,,41.6111189,0.6202303
Dia,node/4605853873,Dia,Dia,,supermarket,,,,,,,,,,,40.5662141,-3.0667631
Dia,node/4619877490,Dia,Dia,,supermarket,,,,,,,,,,,37.1326242,-6.4790487
Dia,node/4632588339,Dia,Dia,,supermarket,Avenida del Príncipe Felipe 45,Avenida del Príncipe Felipe,45,04712,El Ejido,,,,,,36.7335946,-2.8844481
Dia,node/4635198491,Dia,Dia,,supermarket,Calle Río Júcar 27,Calle Río Júcar,27,04700,,,,,,,36.774541,-2.810047
Dia,node/4673070401,Dia Market,Dia Market,,supermarket,,,,,,,,,,,40.4496839,-3.7014789
Dia,node/4676053195,Bon dia,Dia,,supermarket,,,,,,,,,"Mo-Su 10:00-14:30, 17:00-23:00",yes,41.7271022,1.8207381
Dia,node/4680306586,Dia,Dia,,supermarket,,,,,,,,,,,37.4015173,-1.7512739
Dia,node/4680520741,Dia,Dia,,supermarket,Paseo de Ramón y Cajal 6,Paseo de Ramón y Cajal,6,22001,Huesca,,,,Mo-Sa 09:00-21:00,,42.1392064,-0.4041548
Dia,node/4719095882,Dia,Dia,,supermarket,Calle de Panaderos 10,Calle de Panaderos,10,47004,Valladolid,,,,Mo-Sa 09:00-21:00,,41.6477514,-4.7239829
Dia,node/4725996877,Dia,Dia,,supermarket,,,,,,,,,,,41.3615165,2.0854306
Dia,node/4744211521,Dia,Dia,,supermarket,,,,46001,,,,,09:00-21:30,yes,39.4727098,-0.3796178
Dia,node/4749009721,Dia Market,Dia Market,,supermarket,,,,,Sanlúcar de Barrameda,,,,,,36.7807467,-6.3539816
Dia,node/4757710694,Dia,Dia,,supermarket,Julian Zugazagoitia kalea,Julian Zugazagoitia kalea,,,Bilbao,,,,,yes,43.2483778,-2.9283454
Dia,node/4764549222,Dia,Dia,,supermarket,,,,,,,,,,,40.4049076,-3.6954078
Dia,node/4767854322,Dia,Dia,,supermarket,,,,,,,,,,,40.4363269,-3.6850158
Dia,node/4777193726,Dialprix,Dia,,supermarket,,,,,,,,,,,38.1870201,-1.8903567
Dia,node/4777196944,Dia,Dia,,supermarket,,,,,,,,,,,38.2404879,-1.4240522
Dia,node/4794756421,Dia,Dia,,supermarket,,,,,,,,,,,37.365246,-4.85114
Dia,node/4795760832,Dia,Dia,,supermarket,Avenida del Progeso,Avenida del Progeso,,06840,Montijo,,,,,yes,38.9084875,-6.6055051
Dia,node/4798569653,Dia,Dia,,supermarket,,,,,,,,,,,43.2953058,-5.683516
Dia,node/4798813025,Dia,Dia,,supermarket,,,,,,,,,,,40.4071329,-3.9988504
Dia,node/4799455491,Dia,Dia,,supermarket,,,,,,,,,,,40.0667275,-6.6545124
Dia,node/4801067954,Dia Market,Dia Market,,supermarket,,,,,,,,,,,43.3299727,-5.7185039
Dia,node/4806200722,Dia,Dia,,supermarket,,,,,,,,,,,40.4464045,-3.8021202
Dia,node/4810076108,Dia,Dia,,supermarket,,,,,,,,,,,36.7314037,-4.8628041
Dia,node/4810608144,Dia,Dia,,supermarket,,,,,,,,,Mo-Su 09:00-22:00,yes,37.7490061,-0.8482099
Dia,node/4821272830,Dia,Dia,,supermarket,,,,,,,,,Mo-Sa 09:00-21:00,yes,41.651852,-0.9108942
Dia,node/4821481330,Dia,Dia,,supermarket,,,,,,,,,,yes,41.6483055,-0.9159126
Dia,node/4821492943,Dia Market,Dia Market,,supermarket,,,,,,,,,,yes,41.6493724,-0.9141508
Dia,node/4826351726,Dia,Dia,,supermarket,,,,,,,,,,yes,38.3064463,-5.2779935
Dia,node/4827043228,Dia,Dia,,supermarket,Calle Miguel Pelillo 26,Calle Miguel Pelillo,26,47250,Mojados,,,,Mo-Sa 09:00-21:00; Su 09:00-15:00,,41.4342285,-4.666418
Dia,node/4830833125,Dia,Dia,,supermarket,,,,,,,,,,,42.1938833,0.3395266
