name,category,address,address2,city,state,ccaa,postal,country,phone,lat,lng,hours1,hours2,web,features,codsa,codat
EESS Zahira,Estación de Servicio,"Carretera Madrid, km. 400.",,Córdoba,Córdoba,,14014,es,914 908 900,37.893889,-4.749306,24 H,24 H,,,,
EESS Zaraiche,Estación de Servicio,"Avenida Miguel de Cervantes, 106.",,Murcia,Murcia,,30009,es,914 908 900,38.000722,-1.143417,de 08:00 a 22:00,"de 09:00 a 21:00 (abierto todos excepto 01/01, 06/01, 01/05 y 25/12)",,,,
EESS Ferrol,Estación de Servicio,"Avenida Buque Escola Galatea, s/n.",,Ferrol,Coruña,,15405,es,914 908 900,43.504111,-8.205056,24 H,24 H,,,,
EESS Ciudad de la Imagen,Estación de Servicio,"Carretera de Boadilla, km. 1.",,Pozuelo de Alarcón,Madrid,,28224,es,914 908 900,40.398553313395865,-3.785916704927549,24 H,24 H,,,0104_g,
EESS Berga,Estación de Servicio,"Carretera de Sant Fruitós, 65.",,Berga,Barcelona,,08600,es,914 908 900,42.095243,1.849475,24 H,24 H,,,,
EESS San Vicente de Raspeig,Estación de Servicio,"Carretera Alicante-San Vicente de Raspeig, km 94.",,San Vicente de Raspeig,Alicante,,03690,es,914 908 900,38.380297848938675,-0.5034090387979637,24 H,24 H,,,6682_g,
EESS Arroyo de la Miel,Estación de Servicio,Avenida Aguamarina.,,Benalmádena,Málaga,,29639,es,914 908 900,36.60291902532081,-4.541734546773861,de 09:00 a 21:30,de 09:00 a 21:30,,,6644_g,
EESS Castelldefels,Estación de Servicio,"Cami Ral de Valencia, 21-39.",,Castelldefels,Barcelona,,08860,es,914 908 900,41.280795191615404,1.9847139477189948,24 H,24 H,,,6597_g,
EESS Cubelles,Estación de Servicio,"Carretera Comarcal, 246.",,Cubelles,Barcelona,,08880,es,914 908 900,41.201361,1.648806,24 H,24 H,,,,
EESS Viladecans,Estación de Servicio,"Avenida de la Generalitat, 198-200.",,Viladecans,Barcelona,,08840,es,914 908 900,41.308944,2.012556,24 H,24 H,,,,
Carrefour Express Bailen,Supermercado Carrefour Express,"Calle Bailen, 33",,Barcelona,Barcelona,Cataluña / Catalunya,08010,es,656187481,41.3933323,2.1752199,de 08:30 a 22:30,de 09:30 a 22:30 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-bailen-s.aspx,"Entrega a domicilio,Punto de reciclaje",2899,5045
Carrefour Express Jardines,Supermercado Carrefour Express,"Calle Jardines, 5",,Bilbao,Vizcaya,País Vasco/ Euskadi,48005,es,914 908 900,43.2582459,-2.925407,de 09:00 a 21:00,de 10:00 a 14:30 (el 21/12 abrirá de 10:00 a 17:00),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/calle-jardines-s.aspx,Entrega a domicilio,3157,4020
Carrefour Express Resolana,Supermercado Carrefour Express,"Calle Resolana, 12-14",,Sevilla,Sevilla,Andalucía,41009,es,914 908 900,37.4032463,-5.990345,de 09:00 a 22:00,de 09:00 a 22:00 (de 09:00 a 14:00 si es medio día),https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/resolana-s.aspx,Entrega a domicilio,2515,5970
Carrefour Express EESS Les Basses,Supermercado Carrefour Express CEPSA,"Carretera N-240, P.K. 96,4",Junto a la estación CEPSA,Les Basses,Lleida,Cataluña / Catalunya,25198,es,914 908 900,41.631944,0.592611,de 07:00 a 21:00,de 07:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/les-basses-cepsa-s.aspx,"Centro de lavado de coches,Wifi gratis",5260,5596
Carrefour Express EESS Ramón y Cajal,Supermercado Carrefour Express CEPSA,"Paseo Ramón y Cajal, 91",Junto a la estación CEPSA,Huesca,Huesca,Aragón,22006,es,914 908 900,42.140454,-0.388548,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/ramon-y-cajal-cepsa-s.aspx,,3665,00Q8
Carrefour Express EESS Fundación Aida,Supermercado Carrefour Express CEPSA,"Calle Islas Baleares, s/n",Junto a la estación CEPSA,Burgos,Burgos,Castilla y León,09006,es,914 908 900,42.363651,-3.68066,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/fundacion-aida-cepsa-s.aspx,Centro de lavado de coches,3676,00N0
Carrefour Express EESS San Pedro del Pinatar 2,Supermercado Carrefour Express CEPSA,"Carretera N-332, P.K. 22",Junto a la estación CEPSA,San Pedro del Pinatar,Murcia,Murcia,30740,es,914 908 900,37.830167,-0.798944,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/san-pedro-del-pinatar-cepsa-s.aspx,,3866,4584
Carrefour Express EESS ASA San Pedro,Supermercado Carrefour Express CEPSA,"Carretera N 340, P.K. 170,7",Junto a la estación CEPSA,San Pedro Alcántara,Málaga,Andalucía,29670,es,914 908 900,36.479769,-4.99265,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/san-pedro-de-alcantara-cepsa-s.aspx,,3670,00RI
Carrefour Express EESS La Pobla de Segur,Supermercado Carrefour Express CEPSA,"Carretera C-147, P.K. 80,5",Junto a la estación CEPSA,La Pobla de Segur,Lleida,Cataluña / Catalunya,25500,es,914 908 900,42.238306,0.965278,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/la-pobla-de-segur-cepsa-s.aspx,,3841,4619
Carrefour Express EESS Olot,Supermercado Carrefour Express CEPSA,"Calle Doctor Zamenhof, s/n",Junto a la estación CEPSA,Girona,Girona,Cataluña / Catalunya,17800,es,914 908 900,42.187889,2.499444,de 06:00 a 22:00,de 06:00 a 22:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/olot-cepsa-s.aspx,,4834,6430
Carrefour Express EESS Lloret de Mar 2,Supermercado Carrefour Express CEPSA,"Avenida Vila de Blanes, 60-62",Junto a la estación CEPSA,Lloret de Mar,Girona,Cataluña / Catalunya,17310,es,914 908 900,41.700641,2.84019,de 08:00 a 21:00,de 08:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/lloret-de-mar-cepsa-s.aspx,,3988,4766
Carrefour Express EESS Ronda San Cristobal,Supermercado Carrefour Express CEPSA,"Carretera C 341, P.K. 57,4",Junto a la estación CEPSA,Ronda,Málaga,Andalucía,29400,es,914 908 900,36.747666,-5.15625,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/ronda-san-cristobal-cepsa-s.aspx,,3668,00S2
Carrefour Express EESS Glorieta del Yucatán,Supermercado Carrefour Express CEPSA,Glorieta del Yucatán,Junto a la estación CEPSA,Madrid,Madrid,Comunidad de Madrid,28042,es,914 908 900,40.450914,-3.627265,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/glorieta-del-yucatan-cepsa-s.aspx,,3659,007N
Carrefour Express EESS Mijas Costa Calypso,Supermercado Carrefour Express CEPSA,"Carretera N340, P.K. 197,7",Junto a la estación CEPSA,Mijas,Málaga,Andalucía,29650,es,914 908 900,36.490222,-4.709528,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/mijas-costa-calypso-cepsa-s.aspx,,3658,00S8
Carrefour Express EESS Boecillo,Supermercado Carrefour Express CEPSA,"Carretera N-601, P.K. 177",Junto a la estación CEPSA,Boecillo,Valladolid,Castilla y León,47151,es,914 908 900,41.536243,-4.699647,de 07:00 a 21:00,de 07:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/boecillo-cepsa-s.aspx,,3679,00ER
Carrefour Express EESS Mojacar - Los Gurullos,Supermercado Carrefour Express CEPSA,"Paraje Los Gurullos, s/n",,Mojacar,Almería,Andalucía,04638,es,914 908 900,37.138428,-1.839949,de 07:00 a 21:00,de 07:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/mojacar-cepsa-s.aspx,,3702,4028
Carrefour Express EESS Valladolid - La Pilarica,Supermercado Carrefour Express CEPSA,"Paseo Juan Carlos I, 113",,Valladolid,Valladolid,Castilla y León,47011,es,914 908 900,41.6519406,-4.7042982,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/valladolid-la_pilarica-cepsa-s.aspx,,3684,00ES
Carrefour Express EESS Balafia,Supermercado Carrefour Express CEPSA,"Calle Cortes Catalanas, 60",,Lleida,Lleida,Cataluña / Catalunya,25003,es,914 908 900,41.627974,0.624076,de 07:00 a 21:00,de 07:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/balafia-cepsa-s.aspx,,5278,5618
Carrefour Express EESS Errasti Sur,Supermercado Carrefour Express CEPSA,"Carretera N5-A, P.K 340",,Mérida,Badajoz,Extremadura,06800,es,914 908 900,38.914952,-6.331928,de 06:00 a 21:00,de 06:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/erasti_sur_merida-cepsa-s.aspx,,3695,4011
Carrefour Express EESS Castelldefels - Petrocat,Supermercado Carrefour Express CEPSA,"Carretera N-630, P.K 665,4",,Castelldefels,Barcelona,Cataluña / Catalunya,08860,es,914 908 900,41.270806,1.981056,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/castelldefels-petrocat-cepsa-s.aspx,Centro de lavado de coches,3694,007E
Carrefour Express EESS La Pobla de Vallbona,Supermercado Carrefour Express CEPSA,"CV35 P.K. 10,0 P. de la Mallete, s/n",,La Pobla de Vallbona,Valencia,Comunidad Valenciana,46185,es,914 908 900,39.583167,-0.532028,de 09:00 a 21:00,de 09:00 a 21:00,https://www.carrefour.es/tiendas-carrefour/supermercados/carrefour-express/la-pobla-de-vallbona-cepsa-s.aspx,,3693,4004
Viajes Carrefour Alcobendas,Agencia de Viajes,"Carretera Burgos A1-Km. 14,500",,Alcobendas,Madrid,,28108,es,916630900 ,40.526963,-3.651134,Lunes a Sábado: 10:00 a 22:00,cerrado,,,1802,
Viajes Carrefour Ávila 1,Agencia de Viajes,"Paseo Dos de Mayo, 2 - Esquina DR Fleming",,Ávila,Ávila,,05001,es,920255344,40.657494,-4.694232,Lunes a Viernes: 09:30 - 13:30 / 17:00 - 19:30. Sábado con cita previa llamando al teléfono 722713353,Consultar en agencia,,,2894,
Viajes Carrefour Burgos 4,Agencia de Viajes,"Calle, del Morco nº 2",,Burgos,Burgos,,09004,es,947279015,42.3437895,-3.6935834,Lunes a Viernes: 10:00 a 14:00 / 17:00 a 20:00. Sábados: 10:30-13:30 ,Consultar en agencia,,,1775,
Viajes Carrefour Astorga 1,Agencia de Viajes,"C/ Pío Gullon, 17",,León,León,,24700,es,987603151,42.4554761,-6.0539481,Lunes a viernes: de 10:00-13:30 / 17:00-20:00 Sábados: 11:00 a 13:00 ,Consultar en agencia,,,,
Viajes Carrefour Leon 5,Agencia de Viajes,"Avenida Gran Vía de San Marcos, 45",,León,León,,24001,es,987875114,42.6003524,-5.576228,Lunes a Viernes: 10:00 a 14:00 / 18:00 a 20:00,Consultar en agencia,,,1901,
Viajes Carrefour Ponferrada,Agencia de Viajes,"Centro Comercial El Rosal - Avda. de la Constitución, 2",,Ponferrada,León,,24400,es,987447141,42.556787,-6.604062,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1880,
Viajes Carrefour Segovia 1,Agencia de Viajes,"Paseo Ezequiel Gonzalez, 21",,Segovia,Segovia,,40002,es,921461875,40.945968,-4.122385,Lunes a Viernes: 10:00-14:00 / 17:00-20:00. Sábados: 10:00-14:00,Consultar en agencia,,,,
Viajes Carrefour Laguna de Duero 2,Agencia de Viajes,"Avda. de la Estación, 12",,Laguna de Duero,Valladolid,,47140,es,983544870,41.5814,-4.718748,Lunes a Viernes: 10:30-14:00 / 17:30 a 20:30. Sábados: 11:00-14:00,Consultar en agencia,,,,
Viajes Carrefour Valladolid 5,Agencia de Viajes,"Carretera Rueda, 196",,Valladolid,Valladolid,,47008,es,983247732,41.615731,-4.748703,Lunes a Viernes: 10:00-14:00 / 17:00-20:00. Sábados: 10:30-13:30,Consultar en agencia,,,1496,
Viajes Carrefour Avenida San Sebastián Tenerife,Agencia de Viajes,"Calle San Sebastian - Plaza San Juan Bautista, 8",,Santa Cruz de Tenerife,S.C. Tenerife,,38005,es,922882606,28.469427,-16.249157,Lunes a Viernes: 10:00-13:00 / 16:30-20:00 Sábados: 10:00-14:00,Consultar en agencia,,,1511,
Viajes Carrefour Meridiano,Agencia de Viajes,"C.C. Carrefour - Avda. La Salle Esq. Manuel Hermoso Rojas, S/N",,Santa Cruz de Tenerife,S.C. Tenerife,,38005,es,922237026 ,28.457458,-16.258362,Lunes a Viernes: 10:00 - 21:00 / Sábados: 11:00 - 20:00,Consultar agencia,,,1834,
Viajes Carrefour Ibiza 1,Agencia de Viajes,"Calle Canarias 23, Esq. Isidoro Macabich 52",,Ibiza,Illes Balears,,07800,es,971199989,38.984099,1.536754,Lunes a Viernes: 09:30-14:00 / 16:30-19:45. Sábados: 10:00-13:00,Consultar en agencia,,,,
Viajes Carrefour Santa Eulalia del Rio 1,Agencia de Viajes,"Passeig Font D'En Lluna, Ed. San Marino - Local 7",,Ibiza,Illes Balears,,07840,es,971338147,38.985667,1.535035,Lunes a Viernes: 09:30-13:30 / 16:30-20:00. Sábados: 09:30-13:00,Consultar en agencia,,,,
Viajes Carrefour Plasencia 2,Agencia de Viajes,"Calle Talavera, 19",,Plasencia,Cáceres,,10600,es,927421622,40.029496,-6.089646,Lunes a Viernes: 10:00-14:00 / 17:30-20:30. Sábados: 11:00-14:00,Consultar en agencia,,,,
Viajes Carrefour Badajoz 2,Agencia de Viajes,"C/ Rey Mudaffar, 12",,Badajoz,Badajoz,,06006,es,924286423,38.887292,-6.982318,Lunes a viernes: 10:00-13:30 / 17:00-20:00 Sábado: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Utrera 2,Agencia de Viajes,"Calle Fuente Vieja, 21-D",,Utrera ,Sevilla,,41710,es,955861227,37.180894,-5.785108,Lunes a Viernes: 09:30-14:00 / 17:00-21:00. Sábados: 10:00-14:00,Consultar en agencia,,,1521,
Viajes Carrefour Sevilla 9,Agencia de Viajes,"C/ María Auxiliadora, 10",,Sevilla,Sevilla,,41003,es,954415378,37.395187,-5.982905,Lunes a viernes: 09:30-14:00 / 16:30-20:00 Sábados: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour San Pablo,Agencia de Viajes,"Calle José Jesús García Díaz, 1",,Sevilla,Sevilla,,41020,es,954593753,37.409556,-5.94132,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1877,
Viajes Carrefour Dos Hermanas 3,Agencia de Viajes,"Avda/ Reyes Catolicos, 1",,Sevilla,Sevilla,,41700,es,954721306,37.279337,-5.924057,Lunes a viernes: 09:30-14:00 / 17:00-20:30 Sábados: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Cantillana 2,Agencia de Viajes,"Avda. de Andalucía, 50",,Cantillana,Sevilla,,41320,es,955730700,37.386654,-5.944549,-,Consultar en agencia,,,2918,
Viajes Carrefour Camas 1,Agencia de Viajes,"Avenida de Analucía, 50",,Sevilla,Sevilla,,41900,es,955982553,37.40054,-6.035487,Lunes a viernes: 10:00-14:00 / 17:30-21:00 Sábados: 10:00-14:00,Consultar en agencia,,,,
Viajes Carrefour San Juan de Aznalfarache,Agencia de Viajes,Ctra. San Juan de Aznalfarache a Tomares 1,,San Juan de Aznalfarache,Sevilla,,41920,es,954593890,37.374557,-6.035981,Lunes a Sábado: 11:00 a 21:00,Consultar en agencia,,,1804,
Viajes Carrefour Aljarafe,Agencia de Viajes,"Poeta Muñoz San Román, S/N",,Camas,Sevilla,,41900,es,954349452,37.393405,-6.033202,Lunes a Sábados: 10:00 - 22:00 ,Cerrado,,,1807,
Viajes Carrefour Álcala de Guadaira 1,Agencia de Viajes,"CC Los Alcores Ctra Alcalá - Sevilla Km 8,800",,Sevilla,Sevilla,,41500,es,955620492,37.366883,-5.855827,Lunes a viernes: 10:00-22:00 Sábados: 10:00-22:00,Consultar en agencia,,,,
Viajes Carrefour Los Palacios y Villafranca 3,Agencia de Viajes,"AVenida de Cádiz, 13",,Los Palacios y Villafranca,Sevilla,,41720,es,955812621,37.1588437,-5.9237385,Lunes a Viernes: 10:00-13:30 / 17:00-20:30. Sábados: 10:30-13:30,Consultar en agencia,,,,
Viajes Carrefour Torre del Mar 2,Agencia de Viajes,"C/ Princesa, 12 local 6",,Torre del Mar,Málaga,,29740,es,951832189,36.7393838,-4.0947575,Lunes a Viernes: 10:00-13:30 / 17:00-20:00. Sábado: 10:00-13:00,Consultar en agencia,,,2938,
Viajes Carrefour Rosaleda,Agencia de Viajes,"C.C. La Rosaleda - Calle Simon Bolivar, S/N",,Málaga,Málaga,Andalucía,29011,es,952 619 263 / 952 619 264 / 952 619 004,36.734791,-4.432063,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1826,
Viajes Carrefour Maracena 1,Agencia de Viajes,"Plaza Castillejos, 3",,Maracena,Granada,,18200,es,958413147,37.208098,-3.639942,Lunes a Viernes: 10:00-14:00 / 17:00-20:30. Sábados: 11:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Andújar 1,Agencia de Viajes,"Calle Los Hornos, 3.",,Jaén,Jaén,,23740,es,953504165,38.03916,-4.051693,Lunes a viernes: 09:30-13:30 / 17:00-20:30 Sábado: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Antequera 1,Agencia de Viajes,"Calle Cantareros, 21.",,Málaga,Málaga,,29200,es,952846923,37.020184,-4.562289,Lunes a viernes: 10:00-13:30 / 17:00-20:30 Sábado: 10:30-13:30,Consultar en agencia,,,,
Viajes Carrefour Granada 6,Agencia de Viajes,"Camino de Ronda, 3",,Granada,Granada,,18008,es,958088944,37.165267,-3.602627,Lunes a Viernes: 10:00-14:00 / 17:30-21:00. Sábado: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Granada,Agencia de Viajes,"C.C. Carrefour - Ctra. Armilla, S/N",,Granada,Granada,,18006,es,958242140 / 958242141,37.156777,-3.607391,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1842,
Viajes Carrefour Puente Genil,Agencia de Viajes,"Calle Susana Benítez 26, local.",,Córdoba,Córdoba,,14500,es,957606099 / 687892400,37.390524,-4.76957,Horario de invierno: Lunes a viernes de 10:00 a 13:30 / 17:00 a 20:30 Sábados de 10:30 a 13:30 Horario de verano: Lunes a viernes de 10:00 a 13:30 / 18:00 a 21:00 Sábados de 10:30 a 13:30,Consultar en agencia,,,,
Viajes Carrefour La Sierra,Agencia de Viajes,"C.C. Carrefour - Calle Poeta Emilio Prado, S/N",,Córdoba,Córdoba,,14011,es,957210220 / 957210221,37.897275,-4.790534,Lunes a Sábado: 10:00 a 22:00,Consultar agencia,,,1840,
Viajes Carrefour Ubrique 1,Agencia de Viajes,"Calle General Luque Arenas , 4B",,Ubrique,Cádiz,,11600,es,956461050,36.676319,-5.446796,Lunes a Viernes: 10:00-13:30 / 17:00-20:30. Sábados: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Bahía,Agencia de Viajes,"Parque Comercial Bahía Sur. Calle Caño Herrera, S/N",,San Fernando,Cádiz,Andalucía,11100,es,956 210 146 / 956 210 148 / 956 222 701,36.484245,-6.21151,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1865,
Viajes Carrefour Algeciras 1,Agencia de Viajes,"Avda/ de España, 8b - Local 11",,Algeciras,Cádiz,,11205,es,956663025,36.146244,-5.450853,Lunes a viernes: 10:00-14:00 / 17:30-21:00 Sábados: 17:30-21:00,Consultar en agencia,,,,
Viajes Carrefour Almería,Agencia de Viajes,"Avenida del Mediterráneo, 244",,Almería,Almería,,04006,es,950622577 ,36.843224,-2.447013,Lunes a Sábados: 10:00 a 22:00,Cerrado,,,1867,
Viajes Carrefour Zaraiche,Agencia de Viajes,"Avenida Miguel de Cervantes, 106",,Murcia,Murcia,,30009,es,664352831,38.000711,-1.143535,De 10:00 a 21:30 de lunes a viernes / sábados de 10:00 a 20:30,Cerrado,,,2573,
Viajes Carrefour Valencia 7,Agencia de Viajes,Avda. Amado Granell Mesado 29 bajo,,Valencia,Valencia,,46004,es,963504185,39.458256,-0.364128,Lunes a Viernes: 10:00-13:30 / 17:00-20:30. Sábados: 10:30-13:30,Consultar en agencia,,,1939,
Viajes Carrefour Valencia 3,Agencia de Viajes,"Calle Santiago Rusiñol, 32",,Valencia,Valencia,,46019,es,963651113,39.495688,-0.366681,Lunes a Viernes: 10:00-13:30 / 17:00-20:00. Sábados: 17:00-20:00,Consultar en agencia,,,,
Viajes Carrefour Valencia 1,Agencia de Viajes,"Avenida Dr. Pesset Aleixandre, 105",,Valencia,Valencia,,46009,es,963463426,39.490091,-0.384137,Lunes a Viernes: 09:30-13:30 / 16:30-20:00. Sábados: 10:30-13:30,Consultar en agencia,,,,
Viajes Carrefour Tavernes de la Valldigna 1,Agencia de Viajes,"Paseo Pais Valencia 1, Bajo Dcha.",,Tavernes de la Valldigna,Valencia,,46760,es,962836954,39.0699,-0.267469,Consultar en agencia,Consultar en agencia,,,,
Viajes Carrefour Gran Turia,Agencia de Viajes, Plaza Europa (Barrio De La Luz),,Xirivella,Valencia,,46014,es,963990949,39.491324,-0.416336,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1812,
Viajes Carrefour La Pobla de Vallbona 1,Agencia de Viajes,"Calle Poeta, 148, Bajo Dcha B ",,La Pobla de Vallbona,Valencia,,46185,es,962761818,39.590353,-0.54728,Lunes a Viernes: 09:30-14:00 / 17:00-20:30. Sábados: 10:00-13:00,Consultar en agencia,,,,
Viajes Carrefour Gandia 1,Agencia de Viajes,"Avenida del Grau, 19",,Gandía,Valencia,,46701,es,960700799,38.96997,-0.176416,De lunes a viernes 10:00 - 13:00 / 16:00 - 19:00. Sábados: 10:00-13:00,Consultar en agencia,,,1480,
Viajes Carrefour Sagunto 1,Agencia de Viajes,"Avenida Nueve de Octubre, 67",,Sagunto,Valencia,,46520,es,962679653,39.6627988,-0.2288115,Lunes a Viernes: 10:00-13:30 / 17:00-20:30. Sábados: 10:30-13:30,Consultar en agencia,,,,
Viajes Carrefour Alfafar 1,Agencia de Viajes,"Avenida de la Albufera, S/N",,Alfafar,Valencia,,46910,es,961133744,39.4223152,-0.38357859999996435,Lunes a Sábado: 9:00-22:00,Consultar en agencia,,,,
Viajes Carrefour Alcoy 1,Agencia de Viajes,"C/ Arquebisbe Domenech, 17",,Alcoy,Alicante,,03804,es,966336801,38.709106,-0.464936,Lunes a viernes: 10:00-13:30 / 17:30-20:30 Sábados: 10:00-14:00,Consultar en agencia,,,,
Viajes Carrefour Elche,Agencia de Viajes,"Ctra. Alicante-Murcia, Km 53",,Elche,Alicante,,03205,es,966608356 ,38.2726492,-0.670544,Lunes a Viernes: 10:00 - 21:00 / Sábados: 11:00 - 20:00,Consultar agenca,,,1875,
Viajes Carrefour Finestrat 1,Agencia de Viajes,Carretera Nueva de Finestrat a la Cala km.5,,Finestrat,Alicante,,03509,es,966446249,38.543466,-0.17684,Lunes a viernes: 10:00-22:00 Sábados: 10:00-22:00,Consultar en agencia,,,,
Viajes Carrefour Mora 1,Agencia de Viajes,"Calle Cervantes, 41",,Mora,Toledo,,45400,es,925301702,39.68072,-3.774031,Lunes a Viernes: 09:30-14:00 / 16:30-20:00. Sábados: 10:00-14:00,Consultar en agencia,,,,
Viajes Carrefour Tomelloso 1,Agencia de Viajes,"Plaza de España, 9",,Tomelloso,Ciudad Real,,13700,es,926508174,39.158418,-3.020963,Lunes a Viernes: 09:30-14:00 / 16:30-20:30. Sábado: 10:00-13:30,Consultar en agencia,,,,
Viajes Carrefour Pamplona 1,Agencia de Viajes,"Calle Benjamín de Tudela, 10",,Pamplona,Navarra,,31008,es,948060690,42.807216,-1.672649,Lunes a Viernes: 10:00-14:00 / Tardes atención telefónica 948060690 o 619222633. Sábado: 10:00-13:30,Consultar en agencia,,,1806,
Viajes Carrefour Santander - Peñacastillo,Agencia de Viajes,Peñacastillo - El Empalme,,Santander,Cantabria,,39011,es,942345018,43.448869,-3.855947,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1819,
Viajes Carrefour Torrelavega 1,Agencia de Viajes,"Calle Mártires, 6",,Torrelavega,Cantabria,,39300,es,942891626,43.351748,-4.048464,Lunes a Viernes: 10:00-13:30 / 16:30-20:00. Sábados: 10:00-13:00,Consultar en agencia,,,,
Viajes Carrefour Laredo 1,Agencia de Viajes,Calle Gutierrez Rada 1,,Laredo,Cantabria,,39770,es,942605989,43.409981,-3.417372,Lunes - viernes 10 a 13:30 y de 5 a 8 Sábados de 10:30 a 13:30,Consultar en agencia,,,,
Viajes Carrefour Oviedo 3,Agencia de Viajes,"Calle Independencia, 25 Bajo",,Oviedo,Asturias,,33004,es,984151909,43.364845,-5.856326,Lunes a Viernes: 09:30-13:30 / 16:30-20:00. Sábados: 10:00-13:00,Consultar en agencia,,,,
Viajes Carrefour Pontevedra 1,Agencia de Viajes,C/ Oliva 33 bajo,,Pontevedra,Pontevedra,Galicia,36001,es,986631565,42.429087,-8.641028,Lunes a Viernes: 09:30 a 13:00 / 16:30 a 20:00. Sábados: bajo cita previa y domingos: Cerrado,Consultar en agencia,,,2869,
Viajes Carrefour Tarragona,Agencia de Viajes,C.C.Carrefour - Autovia de Reus Km.4,,Tarragona,Barcelona,,43006,es,977556970 ,41.151617,1.104867,Lunes a Sábados: 10:00 - 21:00,Consultar agencia,,,1829,
Viajes Carrefour Reus 3,Agencia de Viajes,"Calle Misericordia, 38",,Reus,Barcelona,,43205,es,977300768,41.150900,1.106399,Lunes a Viernes: 09:30-13:30 / 16:30-20:00. Sábados: 10:00-13:00,Consultar en agencia,,,,
Viajes Carrefour Lerida 1,Agencia de Viajes,Avenida Prat de la Riba 11,,Lérida,Lleida,,25006,es,973246049,41.61985170,0.62077670,Lunes a Viernes: 09:30-13:30 / 17:00-20:00. Sábados: 10:00 - 13:00,Consultar en agencia,,,1600,
Viajes Carrefour Aluche,Agencia de Viajes,Avenida de los Poblados S/N - C. C. Carrefour Aluche,,Aluche,Madrid,,28044,es,914906960,40.373457,-3.725399,Lunes a Sábados: 10:00 - 22:00,Cerrado,,,1861,
Viajes Carrefour Alcobendas 3,Agencia de Viajes,"Calle Constitución, 3",,Alcobendas,Madrid,,28100,es,916586232,40.542243,-3.635985,Lunes a Viernes: 10:00-14:00 / 17:00-21:00. Sábados: 10:30-14:00,Consultar en agencia,,,2734,
Viajes Carrefour Hortaleza,Agencia de Viajes,"Avenida de la Gran Vía de Hortaleza, S/N",,Madrid,Madrid,,28043,es,913828590 /913828591,40.469453,-3.640869,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1810,
Viajes Carrefour Griñon 1,Agencia de Viajes,Calle Fuente de la Salud 24,,Griñon,Madrid,,28971,es,918103646,40.2144224,-3.8529402,Lunes a Viernes: 10:00-14:00 / 16:30-19:30. Sábados: 10:00-14:00,Consultar en agencia,,,2858,
Viajes Carrefour Fuenlabrada,Agencia de Viajes,C.C. Carrefour La Estacion - Plaza De Grecia S/N,,Fuenlabrada,Madrid,,28943,es,916073060,40.282947,-3.801745,Lunes a Sábados: 10:00 - 22:00,Consultar agencia,,,1862,
