osm_id,nome,marca,filial,tipo_comercio,amenidade,morada_completa,rua,numero_porta,codigo_postal,cidade,suburbio,estado,pais,telefone,email,website,horario,entrega,auto_checkout,estacionamento,acessibilidade_cadeira_rodas,latitude,longitude
way/421817115,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4492799,2.7542838
way/426572816,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,27.8631868,-15.4326572
way/427630971,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.4106151,2.1984025
way/427648155,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-20:30,,,,,43.4394955,-3.8917968
node/429375146,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.2335837,-0.5499568
way/435555373,Mercadona,Mercadona,,supermarket,,Calle Juan Ramón Jiménez 5,Calle Juan Ramón Jiménez,5,9007,Burgos,,,,+34 947 57 74 01,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; Tu,Su off",,,,,42.3502345,-3.6596477
way/436090090,Mercadona,Mercadona,,supermarket,,Avenida de Atrales 24,Avenida de Atrales,24,4610,,,,,+34 950458593,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.2910207,-1.8775623
way/436423272,Mercadona,Mercadona,,supermarket,,Calle del Pintor Gutiérrez Solana 18,Calle del Pintor Gutiérrez Solana,18,39011,Santander,,,,+34 942395501,,https://www.mercadona.es,Mo-Fr 09:00-21:30; Sa 09:00-15:00,,,,,43.4606948,-3.8375807
way/437051687,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,38.9472425,-0.1598481
way/437054258,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.6977605,-3.435609
way/438009620,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.5569768,1.9869976
node/439176128,Mercadona,Mercadona,,supermarket,,Calle de Mariana Pineda 2,Calle de Mariana Pineda,2,18690,,,,,+34 958633498,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.7353525,-3.6864548
node/439235725,Mercadona,Mercadona,,supermarket,,Calle Benizalón 10,Calle Benizalón,10,4007,Almería,,,,+34 950206296,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.8365746,-2.4448282
way/439821122,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30; Su 09:00-15:00,,,,yes,28.0737151,-14.3071333
way/440042617,Mercadona,Mercadona,,supermarket,,Camino Viejo de Altea 47,Camino Viejo de Altea,47,3580,,,,,34966866143,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.5724676,-0.0761096
way/440092379,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.991279,-0.1626014
way/440599448,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,40.2146991,-3.5761112
way/441646486,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3592992,-4.4102657
way/441737907,Mercadona,Mercadona,,supermarket,,Ronda de la Farinera s/n,Ronda de la Farinera,s/n,,,,,,+34 938823947,,https://www.mercadona.es,Mo-Sa 09:00-21:15,,,,,41.5358503,2.2045066
way/443363768,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30; Su off,,,,,39.6633126,-0.2163834
way/444040722,Mercadona,Mercadona,,supermarket,,Avinguda Agermanats,Avinguda Agermanats,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30; Su off,,,,yes,39.6853341,-0.2829641
way/444773617,Mercadona,,,supermarket,,Calle Albert Einstein,Calle Albert Einstein,,,,,,,,,,,,,,,36.6106915,-6.1994081
way/445398146,Mercadona,Mercadona,,supermarket,,Calle Doña Fca Carrillo Doña Paquita,Calle Doña Fca Carrillo Doña Paquita,,29602,Marbella,,,,,,,Mo-Sa 09:00-21:30,,,,,36.5246287,-4.8953204
way/446056118,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.6085975,-0.1282968
way/447233699,Mercadona,Mercadona,,supermarket,,Calle de Almansa 17,Calle de Almansa,17,28300,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,40.0334389,-3.5952548
way/447780677,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5810068,2.6333484
way/448569162,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.7913096,2.7779367
way/448770163,Mercadona,Mercadona,,supermarket,,Avenida de la Luz 14,Avenida de la Luz,14,4638,Mojácar Playa,,,,34950615219,,https://info.mercadona.es/es/supermercados?s=04638&k=883185312802,Sep 01-Jun 23 Mo-Sa 09:00-21:30; Jun 24-Aug 31 Mo-Sa 09:00-22:00; Jun 24-Aug 31 Su 09:00-15:00,,,,,37.1375334,-1.8317657
way/454931460,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,40.5556421,-3.6540618
way/455909179,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,28.0758879,-16.6727223
way/458173446,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3501338,-4.0218572
way/459142684,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.6664267,-0.2252995
way/460215989,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.490391,-3.6886596
way/460220625,Mercadona,Mercadona,,supermarket,,Avenida das Mariñas 283,Avenida das Mariñas,283,15179,Oleiros,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,43.3267101,-8.3646437
way/461992015,Mercadona,Mercadona,,supermarket,,Calle Tirma 46,Calle Tirma,46,35118,Agüimes,,,,,,,09:00-21:30,,,,,27.8781981,-15.4315688
way/462719670,Mercadona,Mercadona,,supermarket,,Calle Chipude 12,Calle Chipude,12,38611,San Isidro,,,,+34 922 39 12 24,,https://www.mercadona.es/,Mo-Sa 09:00-21:00,,,,yes,28.0734376,-16.5509608
way/463467359,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.0843561,-3.8666899
way/465278569,Mercadona,Mercadona,,supermarket,,Camí de Can Pastilla 33,Camí de Can Pastilla,33,7007,,,,,34971623583,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.5491416,2.7012721
way/466468013,Mercadona,Mercadona,,supermarket,,Calle de Antonio López 241,Calle de Antonio López,241,28041,Madrid,,,,,,,Mo-Sa 09:00-21:30,,,,yes,40.379964,-3.6943909
way/468545757,Mercadona,Mercadona,,supermarket,,Calle Úbeda,Calle Úbeda,,23700,Linares,,,,,,,,,,,,38.0958154,-3.6236732
way/468730108,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 976 42 95 44,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,41.6478348,-0.864625
way/469039544,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0939752,-3.6246602
way/470015070,Mercadona,Mercadona,,supermarket,,Calle Monte Cerrao 26,Calle Monte Cerrao,26,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,43.3546756,-5.8600304
way/471722580,Mercadona,Mercadona,,supermarket,,Avenida Olímpica 25,Avenida Olímpica,25,28935,Móstoles,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,40.3297364,-3.8832637
way/475009270,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5750226,2.6790607
way/476107185,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.8540398,-5.6330185
node/478861282,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,41.4375701,2.1804956
way/479170380,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,38.5367008,-0.1788601
way/480187892,Mercadona,Mercadona,,supermarket,,Paseo de Ramón y Cajal 90,Paseo de Ramón y Cajal,90,,,,,,+34 974241175,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.1396359,-0.394426
node/482570121,Mercadona,Mercadona,,supermarket,,Avinguda de la Diputació,Avinguda de la Diputació,,3710,,,,,34965832183,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,38.6461744,0.0456369
node/482570126,Mercadona,Mercadona,,supermarket,,Avenida Juan Carlos I,Avenida Juan Carlos I,,3710,,,,,34965875556,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.6501342,0.0720404
way/485536747,Mercadona,Mercadona,,supermarket,,s/n,,s/n,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.2037378,-4.077339
way/485894631,Mercadona,Mercadona,,supermarket,,Calle Santa Cruz de Mudela 2,Calle Santa Cruz de Mudela,2,13005,Ciudad Real,,,,+34 926207352,,https://info.mercadona.es/,Mo-Sa 09:00-21:30,,,,,38.9696429,-3.928058
way/488299717,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,37.3669892,-6.0722827
node/488329623,Mercadona,Mercadona,,supermarket,,Avda. Reino Unido,Avda. Reino Unido,,,,,,,,,https://www.mercadona.es,,,,,yes,37.3492941,-5.9768997
way/488963210,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.630279,-0.5956782
way/489331539,Mercadona,Mercadona,,supermarket,,Calle Bocana 2,Calle Bocana,2,29014,Málaga,,,,,,https://www.mercadona.es,Mo-Fr 09:00-21:30,,,,yes,36.7352318,-4.4185811
node/490594276,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.6907738,-6.1556978
way/493348363,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4375605,3.001748
way/493420301,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,42.8156797,-1.5919597
node/493611417,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 91 675 86 12,,https://www.mercadona.es,Mo-Sa 09:00-21:30; Su off,,,,,40.4492643,-3.4698921
node/494397238,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 922 351516,,,Mo-Sa 09:00-21:30,,,,,28.4049529,-16.53802
way/494890870,Mercadona,Mercadona,,supermarket,,Carrer des Quatre Cantons,Carrer des Quatre Cantons,,7813,Puig d'en Valls,,,,,,https://www.mercadona.es,,,,,,38.9223343,1.4330101
way/495468066,Mercadona,Mercadona,,supermarket,,Avenida da Florida,Avenida da Florida,,,,,,,,,https://www.mercadona.es,,,,,,42.2102167,-8.7484239
way/495556919,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.218163,-8.7354505
way/495956151,Mercadona,Mercadona,,supermarket,,O Vilar de Toba,O Vilar de Toba,,15270,Cee,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.9726809,-9.1917731
node/497163616,Mercadona,Mercadona,,supermarket,,Calle Briviesca,Calle Briviesca,,18320,Santa Fe,,,,+34 958 44 26 99,,https://www.mercadona.es,,,,,,37.1898393,-3.7229089
way/498111622,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.624718,-4.4990316
way/503335615,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,38.9711772,-0.1810542
way/503374030,Mercadona,Mercadona,,supermarket,,Avenida de los Rosales 26,Avenida de los Rosales,26,28041,Madrid,,,,34913685388,,https://www.mercadona.es/,Mo-Sa 09:00-21:30,,,,,40.36452,-3.6873077
way/505288520,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,42.133913,-8.798397
node/505294389,Mercadona,Mercadona,,supermarket,,,,,28660,Boadilla del Monte,,,,,,https://www.mercadona.es,,,,,yes,40.3998299,-3.8968652
way/506289886,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.1145142,1.2056023
way/510113130,Mercadona,Mercadona,,supermarket,,Calle Mediterráneo 7,Calle Mediterráneo,7,28922,Alcorcón,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,40.3299057,-3.8362672
way/510752665,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.8019531,-0.8271525
way/512380739,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.2042671,-0.3165455
way/512927797,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.8237185,-0.2305835
way/513083268,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.7250834,-1.1702954
way/515181699,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,37.5896009,-1.3153651
way/516449442,Mercadona,Mercadona,,supermarket,,Avenida de las Albarizas,Avenida de las Albarizas,,29600,Marbella,,,,,,https://www.mercadona.es,Mo-Sa 08:00-20:00,,,,,36.5113544,-4.8728788
way/516634746,Mercadona,Mercadona,,supermarket,,Carretera de Terrassa,Carretera de Terrassa,,8206,,,,,+34 937 27 39 04,,https://www.mercadona.es,,,,,,41.5461224,2.0916084
way/517311086,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.5755422,2.4256909
node/520310677,Mercadona,Mercadona,,supermarket,,Calle Padre Melchor Prieto 16,Calle Padre Melchor Prieto,16,9005,Burgos,,,,+34 947 22 42 68,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,42.3475076,-3.6992323
way/521546478,Mercadona,Mercadona,,supermarket,,,,,,,,,,34977424888,,,Mo-Sa 09:00-21:00,,,,,41.1627833,1.1037065
way/521581821,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.5528195,2.1581985
node/522037644,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0820424,-0.9520755
way/523116911,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,43.3190002,-1.8669165
way/525637948,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,40.0565563,0.0742129
node/526974189,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.6344378,-0.9454243
way/527738049,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.1932746,2.194614
node/528702988,Mercadona,Mercadona,,supermarket,,Avinguda del Remolar 102,Avinguda del Remolar,102,8820,el Prat de Llobregat,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,41.319712,2.0897353
way/528808911,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.0263556,-4.5600195
way/529022326,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.9446276,-0.0893627
node/530074755,Mercadona,Mercadona,,supermarket,,C/ de Godelleta,C/ de Godelleta,,46015,València,,,,,,https://www.mercadona.es,,,,,,39.4830955,-0.3959186
way/531769338,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0299756,-1.2405662
node/532187334,Mercadona,Mercadona,,supermarket,,Calle de la Circunvalación 110,Calle de la Circunvalación,110,,,,,,+34 91 656 98 48,,https://www.mercadona.es,Mo-Sa 09:00-21:30; Su off,,,,,40.4584621,-3.4572061
way/532398854,Mercadona,Mercadona,,supermarket,,Carrer de Pintor Guàrdia,Carrer de Pintor Guàrdia,,8560,Manlleu,,,,,,https://www.mercadona.es,,,,,,42.0073254,2.2821608
node/532408861,Mercadona,Mercadona,,supermarket,,Carrer de Tirso de Molina 20,Carrer de Tirso de Molina,20,8028,Barcelona,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,yes,41.376111,2.1314448
way/533825505,Mercadona,Mercadona,,supermarket,,Calle Escritor Conde de Zamora,Calle Escritor Conde de Zamora,,14004,Córdoba,,,,+34 957 73 18 29,,,Mo-Sa 09:00-21:30,,,,,37.8774935,-4.8015636
way/534424172,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.0058956,3.8546273
way/538973951,Mercadona,Mercadona,,supermarket,,Carrer de Francesc Macià,Carrer de Francesc Macià,,43740,Móra d'Ebre,,,,+34 977 59 44 99,,,,,,,,41.0813991,0.638121
way/540217000,Mercadona,Mercadona,,supermarket,,Avenida Santa Rosa de Lima 22,Avenida Santa Rosa de Lima,22,29006,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.7202405,-4.4498582
way/544118884,Mercadona,Mercadona,,supermarket,,Calle Carlos V 13,Calle Carlos V,13,4745,,,,,+34 950330815,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.7531609,-2.6845705
way/544891570,Mercadona,Mercadona,,supermarket,,Camí d'Onda 20,Camí d'Onda,20,12530,Borriana / Burriana,,,,,,https://www.mercadona.es,,,,,,39.8918079,-0.0863959
way/545063188,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.5932393,-0.4661627
way/545314437,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3760313,-6.0629418
way/546097051,Mercadona,Mercadona,,supermarket,,Calle Holanda,Calle Holanda,,,Meco,,,,,,,,,,,,40.5499504,-3.3383731
way/546307470,Mercadona,Mercadona,,supermarket,,,,,6380,Jerez de los Caballeros,,,,,,https://www.mercadona.es,,,,,,38.3252286,-6.7726837
way/546407556,Mercadona,Mercadona,,supermarket,,,,,38410,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,28.3819654,-16.573824
way/547221724,Mercadona,Mercadona,,supermarket,,Passeig del Terraplè 85,Passeig del Terraplè,85,8750,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,yes,41.4166494,2.0114218
way/547241867,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.6663305,-4.5358025
way/549590589,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.5323032,2.1168065
node/550166521,Mercadona,Mercadona,,supermarket,,Camino de Ronda 176,Camino de Ronda,176,18003,Granada,,,,+34 958 20 10 84,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,no,,yes,37.1819758,-3.6128315
way/550437381,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4076099,-2.4204805
way/551056580,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.1417906,-3.6410648
way/553260378,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.9391043,-1.149736
way/554720888,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,40.4286825,-3.5522759
way/554978966,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,41.2893282,1.2543416
way/555821579,Mercadona,Mercadona,,supermarket,,Calle de Narciso Monturiol S/N,Calle de Narciso Monturiol,S/N,28341,,,,,,,https://www.mercadona.es,,,,,,40.1757672,-3.6691431
way/556559218,Mercadona,Mercadona,,supermarket,,Avenida Molino de la Vega,Avenida Molino de la Vega,,21002,Huelva,,,,,,https://www.mercadona.es,,,,,,37.2626,-6.9597497
way/557016805,Mercadona,Mercadona,,supermarket,,Avenida Juan Carlos I 30,Avenida Juan Carlos I,30,13700,Tomelloso,,,,+34 926 51 42 64,,https://www.mercadona.es/,,,,,,39.1547071,-3.0075532
way/558616480,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,39.1499435,-0.4334178
way/558836637,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,27.7990104,-15.6979862
way/559102951,Mercadona,Mercadona,,supermarket,,,,,,Badajoz,,,,,,,,,,,,38.8808198,-6.9454514
way/561312334,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,40.6607137,-3.7717822
way/563917548,Mercadona,Mercadona,,supermarket,,Passeig de la Conca del Besòs,Passeig de la Conca del Besòs,,,,,,,+34 938872126,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,41.6086925,2.278789
way/564052022,Mercadona,Mercadona,,supermarket,,Carretera de Galapagar 32,Carretera de Galapagar,32,,,,,,+34 918404830,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.5637923,-4.0134221
way/566316101,Mercadona,Mercadona,,supermarket,,Calle Algarrobo - Calle Potosí,,,29018,Málaga,,,,+34 95 229 27 87,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.7232696,-4.3509155
way/569421414,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.5375913,2.18061
way/570005872,Mercadona,Mercadona,,supermarket,,Calle Baltasar Gracián 4,Calle Baltasar Gracián,4,,,,,,,,,Mo-Sa 09:00-21:30,,no,,yes,40.9297059,-4.098076
way/574791939,Mercadona,Mercadona,,supermarket,,,,,,Badajoz,,,,,,https://www.mercadona.es,,,,,,38.8890374,-6.9980929
way/575146923,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,28.4291467,-16.304552
way/577966237,Mercadona,Mercadona,,supermarket,,,,,,,,,,+34 918 46 03 03,,https://www.mercadona.es/,"Mo-Sa 09:00-21:30; Su,PH off",,,,yes,40.490199,-3.9554122
way/583257860,Mercadona,Mercadona,,supermarket,,Calle Frigiliana 8,Calle Frigiliana,8,29003,Málaga,,,,,,,,,,,,36.6973331,-4.4480165
way/583339030,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,40.465995,-3.6539266
way/585624483,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,28.4599102,-16.2939242
way/588475415,Mercadona,Mercadona,,supermarket,,Avenida de la Constitución 19,Avenida de la Constitución,19,,Sanlúcar de Barrameda,,,,+34 956 38 49 45,,https://www.mercadona.es,,,,,,36.7765969,-6.3458888
way/589910789,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,38.8416208,0.1099599
way/591587903,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.tiendeo.com/Tiendas/altafulla/mercadona-c-dels-avellaners-sn/204317,,,,,yes,41.1420784,1.3637706
way/593125201,Mercadona,Mercadona,,supermarket,,Calle Fuente del Alamillo 2,Calle Fuente del Alamillo,2,23006,Jaén,,,,+34 953225971,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.7808401,-3.8095672
way/594279456,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.9974778,-0.5269738
way/594283946,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.6819418,-6.1100637
way/594603666,Mercadona,Mercadona,,supermarket,,Avenida Antonio Alzaga 7-13,Avenida Antonio Alzaga,7-13,48980,Santurtzi,,,,+34 946 22 46 66,,,,,,,,43.3232876,-3.033209
way/595939476,Mercadona,Mercadona,,supermarket,,Calle Varenga 1,Calle Varenga,1,35550,San Bartolomé,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,28.9594553,-13.5925743
way/597036254,Mercadona,Mercadona,,supermarket,,Carrer Torrent Raig 18,Carrer Torrent Raig,18,8370,,,,,34938235977,,https://www.mercadona.es,Mo-Sa 09:00-22:00,,,,,41.6148941,2.6521405
way/599427246,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.1532571,1.0965842
way/600370635,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:30-21:30,,,,,38.3914553,-0.4367224
way/606405497,Mercadona,Mercadona,,supermarket,,Carrer de la Piera 7,Carrer de la Piera,7,8800,,,,,+34 938828898,,https://www.mercadona.es,,,,,,41.2206795,1.7365169
node/614632316,Mercadona,Mercadona,,supermarket,,Calle del Arzobispo Domenech,Calle del Arzobispo Domenech,,,,,,,,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; Su,PH off",,,,yes,41.6438015,-0.8882661
way/616215102,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,38.9181338,-0.1132525
way/616607280,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.1102914,-3.6939137
node/617858849,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,yes,28.4151732,-16.5431494
way/619135846,Mercadona,Mercadona,,supermarket,,Calle de Bispo,Calle de Bispo,,28670,Villaviciosa de Odón,,,,,,,,,,,,40.3597786,-3.9108472
node/620584052,Mercadona,Mercadona,,supermarket,,Hiribarren kalea 38,Hiribarren kalea,38,20210,Lazkao,,,,,,,Mo-Sa 09:00-21:00,,,,,43.0416208,-2.1898916
way/622749313,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:00,,,,yes,40.8907624,0.7959772
node/623993645,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,41.9918747,2.8193922
way/624131685,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.3251319,-1.8350808
way/625374739,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,36.4632335,-5.0417334
way/625499295,Mercadona,Mercadona,,supermarket,,,,,,La Seu d'Urgell,,,,,,https://www.mercadona.es,,,,,,42.3609809,1.4562731
way/625748220,Mercadona,Mercadona,,supermarket,,,,,,Sanlúcar de Barrameda,,,,,,https://www.mercadona.es,,,,,,36.7872725,-6.3406055
way/625788163,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,43.3693555,-2.9952166
way/625788164,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,43.3693744,-2.9948512
way/629012531,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.460623,-3.8000966
way/630757008,Mercadona,Mercadona,,supermarket,,Carrer de Nàquera,Carrer de Nàquera,,,,,,,,,,Mo-Sa 09:00-21:30,,,,,39.5990666,-0.5822962
way/633120823,Mercadona,Mercadona,,supermarket,,Calle Condes de Montijo 55,Calle Condes de Montijo,55,6840,Montijo,,,,,,,,,,,,38.9080498,-6.6206283
way/634390646,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.7939069,0.5221853
way/636630500,Mercadona,Mercadona,,supermarket,,Calle Cortes de Arenoso,Calle Cortes de Arenoso,,,València,,,,,,,,,,,,39.4683084,-0.4161372
way/637108669,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.7253797,1.839281
