objectNumber,storeName,distance,additionalOpeningInfo,seo,address.streetName,address.streetNumber,address.city,address.zip,address.state,address.longitude,address.latitude,status.name,status.from,status.to,openingHours.timeZone,openingHours.items,marketingData.externalUrl,marketingData.offerRegion,marketingData.offerRegionName,marketingData.zone,marketingData.zoneName,marketingData.infoIcons,marketingData.salesAssociationAddress
ES02066,Tarragona-Les Gavarres,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Tarragona: Calidad y ahorro a tu alcance  \n  \nTu experiencia de compra comienza en Carrer 3, 10B, en Tarragona. Aquí te espera todo lo que necesitas para tu día a día, siempre con un enfoque en la calidad a un buen precio. Disfruta de nuestra amplia selección de fruta y verdura fresca de temporada, pan y bollería horneados a diario, pescado fresco y una charcutería y carnes de calidad. Además, encontrarás productos ecológicos, artículos para el hogar y nuestras reconocidas marcas propias. Para tu comodidad, la tienda cuenta con parking, cajas de autopago, taquillas, Wi-Fi gratis, punto de recarga para vehículos eléctricos y es un local accesible.  \n  \nAprovecha la app Lidl Plus para activar cupones y ahorrar aún más. Ya sea para la compra semanal, una comida rápida para llevar o para organizar tu próxima fiesta, tenemos lo que buscas. Explora nuestra bodega con vinos tintos y blancos de España y del mundo, así como una variada gama de licores. Consulta las ofertas de lunes y viernes en el folleto o en línea. Al pagar, aceptamos efectivo, tarjeta de crédito y débito.'}]",Carrer 3,10B,Tarragona,43003,Cataluña,1.20748,41.13241,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,25,Tarragona,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]",
ES02067,Mall-Santanyí,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu compra completa en Lidl Santanyí  \n  \nTe esperamos en tu tienda Lidl de Santanyí, situada en Carrer de Palma 3, para que realices tu compra de forma cómoda y sencilla. Aquí encontrarás una gran variedad de productos frescos de calidad, como fruta y verdura de temporada, pan y bollería recién horneados, pescado fresco, diferentes cortes de carne y embutidos selectos. Además, disponemos de productos ecológicos, artículos para el hogar y una selección de nuestras reconocidas marcas propias. Para un almuerzo rápido, te ofrecemos productos listos para llevar.  \n  \nPlanifica tu compra semanal o la próxima celebración familiar consultando nuestras ofertas de los lunes y viernes en el folleto o en línea. Descubre nuestra sección de bebidas, con vinos tintos y blancos de origen nacional e internacional, así como conocidos licores. Para que tu experiencia sea aún mejor, aprovecha servicios como parking, Wi-Fi gratis, punto de recarga para vehículos eléctricos, taquillas, cajas de autopago y un local accesible. No olvides activar tus cupones en la app Lidl Plus para ahorrar en cada compra. Al finalizar, puedes pagar en efectivo, con tarjeta de crédito o débito.'}]",Carrer de Palma,3,Santanyí,07650,Baleares,3.12176,39.36197,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,48,Palma de mallorca,BAL,Baleares,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
ES02069,Roda de Barà,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Roda de Barà  \n  \nTe esperamos en tu tienda Lidl en C/ Hispano Suïssa, 9, en Roda de Barà, donde hacer la compra es una experiencia cómoda y agradable. Aquí encontrarás todo lo que necesitas para tu día a día, siempre con un enfoque en la calidad a un precio ajustado. Disfruta de nuestra amplia selección de fruta y verdura fresca de temporada, pan y bollería recién horneados, pescado fresco, así como una gran variedad de carnes y embutidos de alta calidad.  \n  \nPara tu comodidad, te ofrecemos servicios como punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, parking, cajas de autopago y un local totalmente accesible. Descubre también nuestras marcas propias, productos ecológicos y una cuidada selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. No te pierdas nuestras ofertas que empiezan cada lunes y viernes, disponibles en el folleto o en línea. Con la app Lidl Plus, puedes activar cupones y ahorrar aún más.  \n  \nAl pagar, aceptamos efectivo, tarjeta de crédito y débito.'}]","C/ Hispano Suïssa,",9,Roda de Barà,43883,Cataluña,1.48009,41.17792,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,57,Cat 2,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]",
ES02070,Sant Feliu de Llobregat,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu compra ideal en Lidl Sant Feliu de Llobregat  \n  \nTe esperamos en tu tienda Lidl en la Ctra. Laureà Miró, 363-369, en el Parc Sant Feliu. Aquí puedes hacer tu compra de forma inteligente, combinando calidad y buen precio. Disfruta de una amplia selección de fruta y verdura de temporada, pan y bollería recién horneados, pescado fresco, así como una gran variedad de carnes y embutidos. Además, encontrarás nuestras reconocidas marcas propias, productos ecológicos y todo lo necesario para tu hogar. Para tu comodidad, la tienda cuenta con parking, punto de recarga para vehículos eléctricos, cajas de autopago, taquillas, Wi-Fi gratis y es un local accesible.  \n  \nNo olvides activar tus cupones en la App Lidl Plus para ahorrar aún más. Ya sea para la compra semanal, un producto para llevar en tu pausa del mediodía o para organizar una fiesta, tenemos lo que necesitas. Descubre nuestra selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Consulta las ofertas del lunes y viernes en el folleto o en nuestra web. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","Ctra. Laureà Miró, 363-369 (Parc Sant Feliu)",,Sant Feliu de Llobregat,08980,Cataluña,2.04036,41.38691,temp_closed,2026-07-08,2026-07-16,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [], 'reason': 'TEMPORARY_CLOSING'}, {'date': '2026-07-14', 'timeRanges': [], 'reason': 'TEMPORARY_CLOSING'}, {'date': '2026-07-15', 'timeRanges': [], 'reason': 'TEMPORARY_CLOSING'}, {'date': '2026-07-16', 'timeRanges': [], 'reason': 'TEMPORARY_CLOSING'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,26,Barcelona,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
ES02071,Cambrils-Vinyols,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Cambrils: Calidad y variedad cerca de ti  \n  \nTu supermercado Lidl en Carrer de Cambrils, 9, te espera con todo lo que necesitas para tu día a día. Aquí puedes hacer tu compra semanal de forma cómoda, aprovechando una gran selección de productos de calidad a un precio ajustado. Te ofrecemos fruta y verdura fresca de temporada, pan y bollería recién horneados, pescado fresco, así como una cuidada selección de carnes y embutidos. Además, encontrarás una amplia gama de productos de alimentación, artículos ecológicos y productos para el hogar.  \n  \nPara tu compra, ya sea para una comida rápida, para toda la familia o para tu próxima celebración, tenemos lo que buscas. Descubre nuestras marcas propias de alta calidad y una variada sección de bebidas, desde vinos tintos y blancos nacionales e internacionales hasta conocidos licores. No te pierdas nuestras ofertas de los lunes y viernes, disponibles en el folleto o en nuestra web. Con la app Lidl Plus, activa tus cupones y ahorra aún más.  \n  \nTu tienda cuenta con parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y es un local accesible. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]",Carrer de Cambrils,9,Cambrils,43850,Cataluña,1.05736,41.07256,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,57,Cat 2,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]",
ES02072,Blanes,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Blanes: Calidad y frescura a tu alcance  \n  \nTu compra empieza en la Avenida Europa, 36, donde te espera tu tienda Lidl en Blanes. Aquí encontrarás todo lo que necesitas para tu día a día, combinando calidad con precios ajustados. Te ofrecemos una gran variedad de frutas y verduras de temporada, pan y bollería recién horneados, pescado fresco, así como una selección de carnes y embutidos de alta calidad. Además, disponemos de productos ecológicos, artículos para el hogar y nuestras reconocidas marcas propias.  \n  \nPara tus compras semanales, una comida rápida o la próxima celebración familiar, tenemos lo que buscas. Descubre nuestra selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas alcohólicas. No olvides activar tus cupones en la app Lidl Plus para ahorrar aún más. Consulta nuestras ofertas de los lunes y viernes en el folleto o en línea.  \n  \nPara tu comodidad, la tienda cuenta con parking, cajas de autopago, taquillas, Wi-Fi gratis, punto de recarga para vehículos eléctricos y es un local accesible. Al pagar, aceptamos efectivo, tarjeta de crédito y débito.'}]","Avda. Europa, 36",,Blanes,17300,Cataluña,2.77476,41.67726,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T08:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T08:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T08:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T08:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T08:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T08:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T08:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,27,Girona,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
ES02073,Berga,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Berga te espera  \n  \nTu compra diaria comienza en la Ctra. de Sant Fruitós, 77, en tu tienda Lidl de Berga. Aquí te ofrecemos una compra inteligente para clientes que buscan calidad a un precio ajustado. Te espera una gran variedad de frutas y verduras frescas de temporada, pan y bollería recién horneados, así como pescado fresco, diferentes cortes de carne y embutidos de alta calidad. Además, encontrarás productos ecológicos y todo lo necesario para tu hogar. Aprovecha las ventajas de nuestra app Lidl Plus y activa tus cupones para ahorrar aún más.  \n  \nYa sea para la compra semanal, un producto para llevar o para organizar tu próxima fiesta, tenemos lo que necesitas. Descubre nuestra selección de vinos tintos y blancos, tanto nacionales como internacionales, y otras bebidas. Para tu comodidad, disponemos de parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y un local accesible. Puedes pagar en efectivo, con tarjeta de crédito o débito.'}]","Ctra. de Sant Fruitós,",77,Berga,08600,Cataluña,1.84979,42.09505,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,26,Barcelona,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]","
"
ES02075,Ib-Ibiza-Can Bufí,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Santa Eulària des Riu  \n  \nTe esperamos en tu tienda Lidl en Avinguda de Sant Antoni de Portmany, 3. Aquí puedes hacer tu compra semanal de forma cómoda, ya que te ofrecemos servicios como parking, Wi-Fi gratis, taquillas y un local accesible. Para una compra más rápida, tienes a tu disposición cajas de autopago.  \n  \nEn nuestros pasillos encontrarás una gran variedad de productos de calidad a un precio ajustado. Disfruta de fruta y verdura de temporada, pan y bollería recién horneados, pescado fresco, así como una cuidada selección de carnes y embutidos. También te ofrecemos productos ecológicos y artículos para el hogar. No te olvides de activar tus cupones en la App Lidl Plus para ahorrar aún más.  \n  \nPara tus celebraciones, explora nuestra sección de bebidas, con vinos tintos y blancos de España y del mundo, además de conocidos licores. Consulta nuestras ofertas de los lunes y viernes en el folleto o en la web.  \n  \nAl pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]",Avinguda de Sant Antoni de Portmany,3,Santa Eulària des Riu,07840,Baleares,1.4228,38.9238,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T09:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,59,Ibiza,BAL,Baleares,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 9, 'name': 'eCharger', 'translationName': 'icon.echarger', 'odsName': 'e-charging-station', 'category': 'service'}, {'id': 3, 'name': 'package', 'translationName': 'icon.package', 'odsName': 'packstation', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
ES02077,Roses,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Roses: Calidad y frescura a tu alcance  \n  \nTu experiencia de compra comienza en la Ctra. de Besalú a Roses, 126. Aquí te espera una compra inteligente, donde la calidad y el buen precio van de la mano. Te ofrecemos un amplio surtido de frutas y verduras frescas de temporada, pan y bollería recién horneados, pescado fresco, así como una cuidada selección de carnes y embutidos. Ya sea para tu compra semanal, una comida rápida para llevar o para organizar una celebración familiar, tenemos lo que necesitas.  \n  \nDescubre nuestras marcas propias de alta calidad, productos ecológicos y artículos para el hogar. Ahorra en cada compra activando tus cupones en la app Lidl Plus. Para tus celebraciones, te espera una gran selección de vinos tintos y blancos, tanto nacionales como internacionales, y una variedad de licores. Consulta nuestras ofertas del lunes y viernes en el folleto o en línea.  \n  \nPara tu comodidad, la tienda cuenta con parking, punto de recarga para vehículos eléctricos, Wi-Fi gratis, taquillas, cajas de autopago y es un local accesible. Al finalizar, puedes pagar con tarjeta de crédito, débito o en efectivo.'}]","Ctra. de Besal̼ a Roses, 126",,Roses,17480,Cataluña,3.1476,42.27213,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T08:00:00', 'to': '2026-07-13T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T08:00:00', 'to': '2026-07-14T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T08:00:00', 'to': '2026-07-15T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T08:00:00', 'to': '2026-07-16T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T08:00:00', 'to': '2026-07-17T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T08:00:00', 'to': '2026-07-18T22:00:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [{'from': '2026-07-19T08:00:00', 'to': '2026-07-19T22:00:00'}], 'reason': 'SUNDAY_PERIOD'}]",,27,Girona,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}]","
"
ES02078,Ripollet,,"[{'locale': 'es-ES', 'headline': None, 'subtext': None}]","[{'locale': 'es-ES', 'text': 'Tu tienda Lidl en Ripollet te espera  \n  \nTu compra semanal te resultará muy cómoda en nuestra tienda Lidl situada en la C/ Balmes, 6, en Ripollet. Aquí te espera una experiencia de compra agradable, donde la calidad y los precios ajustados van de la mano. Recorre nuestros pasillos y llena tu cesta con fruta y verdura de temporada, pan y bollería recién horneados, así como una cuidada selección de pescado fresco, carne y embutidos de alta calidad. También encontrarás una gran variedad de productos de alimentación, artículos ecológicos y productos para el hogar.  \n  \nPara tus compras más grandes o para organizar una fiesta, explora nuestra sección de bebidas, que incluye vinos tintos y blancos de origen nacional e internacional, además de conocidos licores. Si buscas algo rápido para tu pausa del mediodía, tenemos productos listos para llevar. No olvides descargar la app Lidl Plus para activar cupones y ahorrar aún más.  \n  \nPara tu comodidad, disponemos de parking, cajas de autopago, taquillas, Wi-Fi gratis, punto de recarga para vehículos eléctricos y un local accesible. Al pagar, puedes utilizar efectivo, tarjeta de crédito o débito.'}]","C/ Balmes, 6",,Ripollet,08291,Cataluña,2.15381,41.49549,open,,,Europe/Madrid,"[{'date': '2026-07-13', 'timeRanges': [{'from': '2026-07-13T09:00:00', 'to': '2026-07-13T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-14', 'timeRanges': [{'from': '2026-07-14T09:00:00', 'to': '2026-07-14T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-15', 'timeRanges': [{'from': '2026-07-15T09:00:00', 'to': '2026-07-15T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-16', 'timeRanges': [{'from': '2026-07-16T09:00:00', 'to': '2026-07-16T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-17', 'timeRanges': [{'from': '2026-07-17T09:00:00', 'to': '2026-07-17T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-18', 'timeRanges': [{'from': '2026-07-18T09:00:00', 'to': '2026-07-18T21:30:00'}], 'reason': 'REGULAR'}, {'date': '2026-07-19', 'timeRanges': [], 'reason': 'REGULAR'}]",,26,Barcelona,PEN,Peninsula,"[{'id': 4, 'name': 'parking', 'translationName': 'icon.parking', 'odsName': 'parking', 'category': 'service'}, {'id': 35, 'name': 'freeWiFi', 'translationName': 'icon.freeWiFi', 'odsName': 'wifi', 'category': 'service'}, {'id': 13, 'name': 'shopNGo', 'translationName': 'icon.shopNGo', 'odsName': 'self-check-out', 'category': 'service'}]","
"
